player_id,short_name,value_eur,age,club_name,nationality_name
261296,M. Emilsen,375000,18,Vålerenga,Norway
168651,I. Rakitić,14000000,34,Sevilla,Croatia
269283,O. Saeed,275000,23,Al Ain,United Arab Emirates
221312,A. Pérez,1700000,27,Giresunspor,Colombia
189148,J. Murphy,700000,31,Mansfield Town,Scotland
208830,J. Vardy,33000000,34,Leicester City,England
234322,Park Byung Hyun,190000,28,Daegu,Korea Republic
263398,P. Sciortino,700000,17,Olympique Marseille,France
246351,Valery,3100000,21,Girona,Spain
181681,S. Williams,240000,34,Portsmouth,Republic of Ireland
232432,L. Jović,25500000,24,Fiorentina,Serbia
258611,K. Spinelli,110000,18,Accrington Stanley,Italy
237494,O. Gnjatić,1000000,29,Erzgebirge Aue,Bosnia and Herzegovina
191944,Kim Sung Joon,525000,33,Ulsan,Korea Republic
238126,Guridi,4800000,27,Deportivo Alavés,Spain
191043,Alex Sandro,22000000,30,Juventus,Brazil
235656,W. Al Anazi,275000,26,Dhamk,Saudi Arabia
251569,Joel López,825000,19,Arsenal,Spain
245024,Wang Shilong,110000,20,Guangzhou Evergrande,China PR
193945,N. Uysal,1200000,30,Beşiktaş,Turkey
220969,N. Eliasson,2800000,25,Nîmes,Sweden
237207,S. Kalu,4400000,23,Watford,Nigeria
263119,F. Agüero,450000,26,Unión Santa Fe,Argentina
229901,H. Souttar,3200000,23,Stoke City,Australia
247898,A. Longher,375000,21,Academica Clinceni,Romania
263210,D. Toma,550000,21,Mioveni,Romania
228889,J. McGing,350000,27,Macarthur,Australia
222051,Kim Dae Jung,350000,28,Incheon United,Korea Republic
225071,B. Whiteman,2600000,25,Preston North End,England
230224,Juli Freitinho,6000000,21,Bahia,Brazil
242751,H. Carter,1800000,21,Portsmouth,England
228717,Y. Mutō,2400000,28,Vissel Kobe,Japan
216464,A. Browne,2500000,27,Preston North End,Republic of Ireland
201505,David López,9000000,32,Girona,Spain
212041,M. Ingebrigtsen,550000,24,Odd,Norway
192715,Juanpe,1300000,31,Girona,Spain
244757,A. Schott,1800000,22,Colón,Argentina
175895,V. Odjidja-Ofoe,3500000,33,Gent,Belgium
240471,F. Gorriarán,12500000,26,Santos Laguna,Uruguay
192546,E. Stevens,2000000,30,Sheffield United,Republic of Ireland
178091,S. Okaka,4600000,32,İstanbul Başakşehir,Italy
218341,J. Elez,1800000,28,Hajduk Split,Croatia
247658,R. Al Hajj,1400000,19,SC Heerenveen,Sweden
240890,C. Hargreaves,200000,22,Bristol Rovers,England
176542,C. Valencia,475000,37,Junior,Colombia
193113,T. Jänicke,450000,33,Saarbrücken,Germany
264008,W. Kechrida,875000,25,Salernitana,Tunisia
251002,S. Conteh,800000,24,Magdeburg,Germany
216377,S. Kutschke,700000,32,Ingolstadt,Germany
148403,Luíz Carlos,600000,36,Paços de Ferreira,Brazil
228093,M. Thuram,22000000,23,Borussia Mönchengladbach,France
241038,K. Bennetts,975000,22,Borussia Mönchengladbach,England
247447,O. Antman,1900000,20,Nordsjælland,Finland
246650,N. Sommer,925000,23,Waldhof Mannheim,Germany
264387,Pedro,1300000,21,NEC,Spain
173160,N. Viola,1500000,32,Cagliari,Italy
245574,A. Al Dakheel,240000,25,Al Hazm,Saudi Arabia
232412,E. Adams,950000,25,Forest Green Rovers,Gambia
208771,G. Buckley,350000,27,Sligo Rovers,Republic of Ireland
231478,L. Martínez,98500000,24,Inter,Argentina
227549,R. Arias,2000000,28,Peñarol,Uruguay
260092,C. Schiavone,800000,21,Metropolitanos,Venezuela
256658,J. Ngankam,2700000,20,SpVgg Greuther Fürth,Germany
214384,F. Aguilar,2000000,29,Lanús,Colombia
199347,T. Beermann,1100000,30,Osnabrück,Germany
252059,S. Abdul Samed,2200000,21,Clermont,Ghana
240053,R. Aabid,1600000,29,Kasımpaşa,France
160089,B. Cespeda,1600000,30,LDU Quito,Ecuador
252526,D. Males,2700000,21,Basel,Switzerland
254849,Y. Badji,2200000,19,Sporting Charleroi,Senegal
202316,T. Chandler,2500000,31,Eintracht Frankfurt,United States
228332,H. Choudhury,3800000,23,Leicester City,England
186977,O. Merlo,525000,34,Sporting Cristal,Argentina
242994,K. Kesgin,1600000,21,Beşiktaş,Turkey
266126,Murilo,650000,26,HJK,Brazil
261304,A. Montgomery,875000,18,Aberdeen,Scotland
244486,M. Eskihellaç,1400000,24,Yeni Malatyaspor,Turkey
232161,R. Tranberg,425000,28,Varberg BoIS,Sweden
269981,T. Weber,230000,27,Bayreuth,Germany
175943,D. Mertens,18000000,35,Galatasaray,Belgium
226387,A. Bengtsson,375000,25,Halmstad,Sweden
190637,I. Armaș,400000,33,Voluntari,Moldova
182037,Yao Hanlin,45000,36,Wuhan Zall,China PR
253505,Rahul KP,325000,22,Kerala Blasters,India
238190,J. Castillo,925000,21,Charlton Athletic,Netherlands
268293,E. Camargo,700000,19,Deportivo Cali,Colombia
111503,C. Ben Saada,110000,37,Bastia,Tunisia
242160,M. Lode,1800000,28,Schalke 04,Norway
245719,A. Groiß,675000,23,Saarbrücken,Germany
264548,M. Gil,525000,20,Guabirá,Bolivia
230366,Silvosinho,3100000,25,Santos,Brazil
266792,V. Dican,500000,20,Botoşani,Romania
185260,D. Kadah,425000,35,Altay,Turkey
183346,F. Frei,1600000,32,Basel,Switzerland
263962,J. Szymański,325000,18,Górnik Zabrze,Poland
266303,A. Abdulai,240000,18,Swansea City,England
232104,D. James,16000000,23,Leeds United,Wales
266850,J. De Los Santos,950000,19,River Plate,Uruguay
158023,L. Messi,69500000,34,Paris Saint Germain,Argentina
216820,M. Simon,12500000,25,Nantes,Nigeria
188337,M. Wakaso,1800000,30,Shenzhen,Ghana
221695,G. Donsah,2300000,25,Yeni Malatyaspor,Ghana
256725,Fábio Carvalho,10000000,19,Liverpool,Portugal
263625,W. Ackx,450000,19,Cercle Brugge,Belgium
259265,M. Batna,1600000,31,Al Fateh,Morocco
242194,C. Almeida,750000,31,Nacional,Uruguay
243932,D. Philipp,1100000,22,Viktoria Köln,Germany
257896,N. Patterson,1900000,19,Everton,Scotland
196432,E. Pérez,2800000,36,River Plate,Argentina
227278,G. Berggren,1200000,24,Raków Częstochowa,Sweden
170305,C. Skuse,140000,35,Colchester United,England
261026,S. Vargas,700000,19,Nacional Asunción,Paraguay
263100,M. Talent-Aryeetey,220000,18,Reading,England
258575,E. Agbadou,2600000,24,AS Eupen,Côte d'Ivoire
244963,Ivanildo Fernandes,2500000,25,Vizela,Portugal
248748,A. Ocampo-Chavez,250000,19,Seattle Sounders,United States
255941,N. Smith,300000,20,Central Coast Mariners,Australia
272708,P. Madanha,300000,17,Adelaide United,Australia
230303,Marcelo Vildeia,650000,25,Grêmio,Brazil
246186,Arthur Cabral,17000000,23,Fiorentina,Brazil
248183,V. Yuel,450000,26,Newcastle Jets,South Sudan
228061,M. Bali,210000,31,Qingdao Hainiu,China PR
235243,M. de Ligt,71000000,21,Juventus,Netherlands
245125,P. Plewka,1000000,21,Wisła Kraków,Poland
226380,Hwang Hee Chan,12500000,25,Wolverhampton Wanderers,Korea Republic
208892,S. Byram,2300000,27,Norwich City,England
216730,S. Gregersen,2100000,27,Bordeaux,Norway
176841,L. Jutkiewicz,550000,33,Birmingham City,England
242402,A. Eisa,475000,25,Bradford City,Sudan
202841,J. Carroll,625000,29,Motherwell,Republic of Ireland
242181,Neto Borges,2600000,24,Tondela,Brazil
192231,J. Edwards,750000,31,Plymouth Argyle,England
270834,A. Rebbach,925000,23,Deportivo Alavés,Algeria
224915,S. Wright,1700000,23,Rangers,Scotland
231745,L. Dimata,4200000,23,Espanyol,Belgium
247246,K. Thuram,16500000,20,Nice,France
260217,O. Heil,875000,20,Go Ahead Eagles,Germany
263504,B. Leyes,1600000,20,Godoy Cruz,Argentina
251819,J. Neufville,275000,21,Luton Town,England
262761,Y. Ozaki,350000,17,Vissel Kobe,Japan
182362,Tan Wangsong,60000,35,Tianjin Teda,China PR
228236,S. Deli,2500000,30,Adana Demirspor,Côte d'Ivoire
245384,P. Christiansen,550000,21,SønderjyskE,Denmark
200108,N. Boilesen,2000000,29,København,Denmark
234293,A. Tanaka,450000,33,HJK,Japan
191572,Zheng Zheng,775000,32,Shandong Luneng,China PR
252749,P. Akono,475000,21,AS Eupen,Cameroon
228638,B. Stevenson,1100000,24,Forest Green Rovers,England
262479,Rubén Sánchez,3800000,21,Espanyol,Spain
265178,Matheus Bueno,950000,22,Gil Vicente,Brazil
229319,J. Cádiz,1700000,26,Famalicão,Venezuela
190362,T. Pukki,4800000,31,Norwich City,Finland
237700,T. Kehinde,2100000,23,Randers,Nigeria
255916,Kim Min Gyu,170000,22,Pohang Steelers,Korea Republic
200667,M. Power,1200000,28,Wigan Athletic,England
234930,Pedro Rebocho,2500000,27,Lech Poznań,Portugal
248166,L. Johnsen,2300000,21,Randers,Norway
269124,Liao Lei,70000,22,Shenzhen,China PR
260708,M. García,2000000,22,Sarmiento,Argentina
205972,R. Bentancourt,1000000,28,Peñarol,Uruguay
204348,J. Allansson,400000,28,Halmstad,Sweden
244523,Javi Hernández,1900000,24,Girona,Spain
243125,S. Strand,1200000,29,Elfsborg,Sweden
227633,B. Ramselaar,5000000,26,FC Utrecht,Netherlands
186651,G. Vural,825000,33,Antalyaspor,Turkey
208645,J. Moore-Taylor,750000,27,Forest Green Rovers,England
240395,Chen Quanjiang,325000,20,Guangzhou Evergrande,China PR
266683,J. Castellano,120000,17,New York RB,Venezuela
244279,B. Ekincier,550000,23,Waldhof Mannheim,Azerbaijan
252935,L. Fernández,12500000,22,Toluca,Uruguay
245084,M. Busi,2400000,21,Reims,Belgium
248178,B. Singh,275000,26,Mumbai City,India
184980,I. Bermingham,170000,32,St Patrick's,Republic of Ireland
251549,A. Assal,1400000,20,AFC Wimbledon,Morocco
246837,N. Almas,300000,22,Al Feiha,Saudi Arabia
205005,L. Droppa,500000,33,Voluntari,Czech Republic
254225,Anderson Oliveira,1900000,22,Portimonense,Brazil
257147,R. Malone,800000,28,Hansa Rostock,United States
244661,Vitinho,2600000,22,Burnley,Brazil
264468,B. Brooks,200000,18,Lincoln City,Republic of Ireland
221498,H. Al Mansour,525000,28,Al Nassr,Saudi Arabia
248688,O. Cooper,1300000,21,Newport County,Wales
268325,T. van Assema,130000,19,IFK Göteborg,Sweden
254877,D. Tono,1600000,22,Kawasaki Frontale,Japan
235397,N. Freeman,500000,25,Wycombe Wanderers,England
227982,Jang Yun Ho,675000,24,Jeonbuk Motors,Korea Republic
228136,J. Castro,675000,24,La Equidad,Colombia
264461,B. Ciepiela,400000,20,Legia Warszawa,Poland
179528,Xavi Torres,850000,35,Lugo,Spain
232682,A. Al Suwat,375000,26,Al Faisaly,Saudi Arabia
235317,J. Mosquera,4700000,31,Viktoria Plzeň,Colombia
212912,Park Ji Soo,1600000,28,Sangju Sangmu,Korea Republic
232603,K. Yoshino,825000,26,Vegalta Sendai,Japan
252226,M. Rostkowski,325000,21,Górnik Zabrze,Poland
231913,F. Aursnes,8500000,25,Feyenoord,Norway
263492,G. Dănuleasă,350000,18,SSC Farul,Romania
262140,Carlos Domínguez,2500000,20,Celta de Vigo,Spain
232888,Chen Zhechao,240000,27,Meizhou Hakka,China PR
237769,K. Kitagawa,1000000,24,Rapid Vienna,Japan
230263,Adeilson Gesser,1600000,29,Bahia,Brazil
230703,A. Karo,1100000,24,APOEL,Cyprus
227509,E. Ómarsson,1200000,27,Nîmes,Iceland
258652,Rubén Pulido,575000,20,Fuenlabrada,Spain
251585,J. Mary,1200000,28,Al Shabab,Cameroon
254246,D. Rivera,750000,18,New England,United States
244133,A. Rossipal,875000,25,Waldhof Mannheim,Germany
239545,J. Godínez,850000,24,Querétaro,Mexico
224094,J. Bachmann,1500000,26,Sandhausen,Germany
244491,C. Kobald,1900000,23,Karlsruher SC,Austria
242946,D. Afolayan,1900000,23,Bolton Wanderers,England
201901,C. Winchester,750000,29,Shrewsbury Town,Northern Ireland
232017,A. Alfaro,550000,29,DC United,Mexico
242635,I. Ogbu,2600000,21,Lillestrøm,Nigeria
216232,G. Kilota,1500000,27,RFC Seraing,France
212096,V. Grifo,21000000,28,SC Freiburg,Italy
202754,C. Râpă,600000,32,Cracovia Kraków,Romania
236192,Claudio Silbeiro,1100000,26,Cuiabá,Brazil
194201,P. Jansson,4600000,30,Brentford,Sweden
210282,Bruno Peres,4100000,31,Trabzonspor,Brazil
259835,Robson,925000,28,Wilstermann,Brazil
179931,C. Avinel,450000,34,Ajaccio,France
266290,S. Lagerlund,275000,19,Häcken,Sweden
192123,C. Wood,10500000,29,Newcastle United,New Zealand
261085,A. Ndour,525000,23,Haugesund,Senegal
271669,Juan Larios,600000,18,Southampton,Spain
220965,A. Tahiri,1400000,27,SC Heerenveen,Morocco
254303,I. Elmkies,850000,22,TSG Hoffenheim,Israel
262663,K. Ezekwem,1000000,20,SC Freiburg,Germany
232671,L. Putaro,975000,24,Verl,Germany
186881,J. Holland,700000,33,Austria Wien,Australia
236800,I. Angulo,1900000,23,Orlando City,Colombia
199294,D. Meza Colli,300000,33,Argeş,Paraguay
209521,Alison,1400000,28,Al Hazm,Brazil
260160,E. Bailey,130000,17,Port Vale,England
241534,S. McLoughlin,1100000,24,Hull City,Republic of Ireland
264104,W. Goodwin,500000,19,Stoke City,England
259848,J. Aramburu,1600000,18,Deportivo La Guaira,Venezuela
254932,J. Caicedo,650000,26,Emelec,Ecuador
219582,S. Fortes,1300000,29,KV Oostende,Cape Verde Islands
201041,L. Carole,1200000,31,Kayserispor,France
262377,S. Thangmuansang,150000,22,Odisha FC,India
212483,J. Obiang,775000,28,Caen,Gabon
244253,U. Račić,8000000,24,Sporting Braga,Serbia
186190,P. van Aanholt,6500000,30,Galatasaray,Netherlands
222916,J. Ginnelly,1400000,24,Hearts,England
269698,F. Katelaris,1600000,25,KV Oostende,Cyprus
240599,C. Hendry,600000,23,St. Johnstone,Scotland
269395,A. Lomax,100000,18,Tranmere Rovers,England
240990,B. Berríos,2800000,24,Everton,Chile
212187,P. Max,9500000,28,PSV,Germany
245761,A. Morgan,1300000,22,Charlton Athletic,England
231014,Asumah Abubakar,1600000,24,Luzern,Portugal
169479,R. Griffiths,230000,34,Mumbai City,Australia
237316,B. Cooper,1000000,21,Swindon Town,Wales
192612,M. Jajalo,800000,34,Udinese,Bosnia and Herzegovina
226781,K. Shelton,600000,28,Sporting KC,United States
199665,J. Cools,1200000,30,AS Eupen,Belgium
252748,K. Adedoyin,450000,21,Accrington Stanley,Nigeria
243807,C. Sibbald,625000,26,Livingston,Scotland
234889,F. Jensen,2800000,23,FC Augsburg,Finland
260779,S. Adingra,1100000,19,Nordsjælland,Côte d'Ivoire
232476,K. Shiihashi,925000,24,Kashiwa Reysol,Japan
265197,A. Benarous,925000,18,Bristol City,England
213013,F. Acheampong,8000000,27,Shenzhen,Ghana
204125,J. Bořil,2600000,30,Slavia Praha,Czech Republic
190607,D. Quintero,1100000,34,Houston Dynamo,Colombia
241629,Rogério,2200000,23,Sassuolo,Brazil
250813,L. Greiml,1900000,19,Rapid Vienna,Austria
201841,N. Dussenne,1900000,30,Standard Liège,Belgium
260687,K. McDonald,425000,19,Derby County,England
252573,A. Terzić,2600000,22,Fiorentina,Serbia
205192,Denis Suárez,15000000,27,Celta de Vigo,Spain
241049,Gorosabel,15000000,24,Real Sociedad,Spain
260818,P. Farquharson,475000,24,Newport County,England
254685,N. Boushal,1000000,21,Al Fateh,Saudi Arabia
216790,C. Grant,1100000,26,Plymouth Argyle,England
223334,Joelinton,8500000,24,Newcastle United,Brazil
228295,R. Holding,11500000,26,Arsenal,England
241157,T. Sainte-Luce,1500000,23,Montpellier,France
180826,Luiz Adriano,2400000,35,Antalyaspor,Brazil
270913,U. Bislimi,975000,22,Lugano,Kosovo
223517,Danilo,2900000,25,Nice,Brazil
270697,E. Ifoni,425000,22,RFC Seraing,Nigeria
204525,Iñigo Martínez,21000000,30,Athletic Club,Spain
253679,Zheng Xuejian,200000,21,Hangzhou,China PR
242143,Ricardo Ryller,1500000,27,Al Feiha,Brazil
261454,M. Traore,550000,22,Viking,Guinea
241861,N. Atkinson,2200000,22,Hearts,Australia
173654,P. McGowan,300000,33,Dundee,Scotland
246172,S. Chukwueze,21500000,22,Villarreal,Nigeria
263561,D. Murray,600000,19,Celtic,Scotland
247476,H. Dotson,1200000,23,Minnesota United,United States
235347,T. Pearce,875000,23,Wigan Athletic,England
248021,I. Cristea,1700000,27,FCSB,Romania
251468,T. Mißner,525000,22,Elversberg,Germany
262053,Kayky,2700000,18,Manchester City,Brazil
202708,L. Palun,210000,33,Bastia,Gabon
221791,R. Kurzawa,1000000,28,Pogoń Szczecin,Poland
227895,K. Twardek,525000,24,Bohemians,Canada
261047,R. Meißner,950000,21,Hansa Rostock,Germany
268766,J. Wright,170000,26,Mioveni,Jamaica
227895,K. Twardek,500000,25,Bohemians,Canada
254728,P. Ayala,425000,26,Guaireña,Paraguay
211607,F. Loshaj,575000,25,Cracovia Kraków,Kosovo
223879,L. Ramos,1300000,31,Unión Santa Fe,Argentina
225798,B. Çamoğlu,900000,24,Hatayspor,Turkey
199897,N. Höfler,3000000,31,SC Freiburg,Germany
202482,A. Rodman,80000,35,Bristol Rovers,England
209223,A. Khamis,300000,33,Al Raed,Saudi Arabia
261454,M. Traore,450000,21,Viking,Guinea
242984,S. Power,425000,24,Shamrock Rovers,Republic of Ireland
183829,M. Youssouf,375000,34,Ajaccio,Comoros
237739,R. Shindo,1300000,25,Cerezo Osaka,Japan
219792,B. Santamaria,8500000,27,Rennes,France
261951,Li Xiang,110000,30,Tianjin Teda,China PR
250822,B. Fadiga,1400000,20,Olympiakos Piraeus,France
260828,De Tomás,950000,20,Rayo Vallecano,Spain
255183,K. Miyamoto,450000,25,Shimizu S-Pulse,Japan
260390,R. Zouhir,350000,17,Montreal Impact,Morocco
252397,Marcinho,1600000,26,Kawasaki Frontale,Brazil
244628,B. Samudio,3300000,26,Cerro Porteño,Paraguay
209256,T. Anderson,550000,28,Doncaster Rovers,England
255457,M. Navarro,1000000,22,Chicago Fire,Venezuela
244538,S. Bauer,725000,28,Admira,Austria
241833,K. Gutiérrez,1900000,24,Defensa y Justicia,Argentina
230350,Flávio Rebeilo,2100000,29,Santos,Brazil
258116,F. Andueza,1900000,24,Sarmiento,Uruguay
237833,M. Harris,1600000,22,Cardiff City,Wales
254327,N. Ogbeta,1600000,20,Swansea City,England
238775,S. Kowalczyk,2400000,23,Pogoń Szczecin,Poland
263034,A. Krivotsyuk,900000,22,Wisła Płock,Azerbaijan
266737,S. Plazibat,400000,31,Academica Clinceni,Croatia
229668,Mario Hermoso,35500000,26,Atlético Madrid,Spain
229904,E. Öztürk,1700000,24,İstanbulspor,Turkey
240187,J. Stenmark,500000,23,Kalmar,Sweden
270489,N. Al Meqhem,170000,25,Al Adalh,Saudi Arabia
261026,S. Vargas,700000,19,Nacional Asunción,Paraguay
258616,R. Towler,550000,20,AFC Wimbledon,England
260535,G. Colli,275000,21,Perth Glory,Australia
259534,M. Sangaré,500000,22,Amiens SC,France
260930,K. Sildillia,1400000,19,SC Freiburg,France
211394,P. Faragò,1000000,28,Lecce,Italy
237874,T. Frost,275000,21,Crawley Town,England
201042,D. Sidibé,9500000,28,Monaco,France
246606,Fran García,6500000,21,Rayo Vallecano,Spain
233383,P. Kalambayi,750000,21,AFC Wimbledon,England
262971,N. Tekijaški,650000,24,Nieciecza,Serbia
271307,A. McCaffrey,100000,19,Finn Harps,Republic of Ireland
223687,C. Mac-Intosch,700000,31,SC Cambuur,Suriname
242487,Bruno Reis,900000,21,Portimonense,Portugal
263006,Imanol,1200000,20,Mirandés,Spain
245252,A. Gürleyen,1200000,22,Wehen Wiesbaden,Germany
264201,A. Kadri,2700000,22,Kortrijk,Algeria
202053,R. Miyaichi,600000,28,Yokohama F. Marinos,Japan
256945,Mortimer,1200000,20,FC Barcelona,Spain
243894,B. Stillhart,975000,28,St. Gallen,Switzerland
232658,D. Doekhi,6000000,23,Vitesse,Netherlands
225403,İ. Kahveci,14000000,25,Fenerbahçe,Turkey
203604,D. Pavelka,1300000,31,Sparta Praha,Czech Republic
230292,Eltildo Bessa,1800000,25,Fortaleza,Brazil
229375,E. Adebayo,3400000,23,Luton Town,England
237937,F. Myhre,700000,22,Brann,Norway
263557,J. Henke,325000,20,Paderborn,Germany
204682,Rafael Lopes,1000000,29,Legia Warszawa,Portugal
232674,F. Ghazi,375000,27,Al Ittifaq,Saudi Arabia
256790,J. Musiala,37000000,18,FC Bayern München,Germany
246118,U. Meraş,1700000,26,Beşiktaş,Turkey
221890,J. Fulton,1600000,27,Swansea City,Scotland
216620,S. Tanabe,400000,31,Avispa Fukuoka,Japan
257264,O. Vilhelmsson,925000,17,IFK Göteborg,Sweden
257091,T. Raemaekers,975000,20,OH Leuven,Belgium
237153,L. Blessing,2300000,24,Los Angeles FC,Ghana
236075,Enzo Merques,3100000,25,Internacional,Brazil
260398,N. Saliba,120000,17,Montreal Impact,Canada
225927,Q. Lecoeuche,825000,27,Valenciennes,France
231281,T. Alexander-Arnold,102500000,22,Liverpool,England
229038,Christian Rivera,2100000,23,Sporting Gijón,Spain
242306,G. Soto,825000,27,Huracán,Chile
224874,A. Pellegrino,1900000,31,Bodø / Glimt,Norway
238555,J. Savarino,4200000,24,Real Salt Lake,Venezuela
212478,G. Zardes,2300000,29,Colorado Rapids,United States
213969,M. Pinnock,775000,26,Northampton Town,England
253793,J. Quintero,675000,20,Deportivo Táchira,Venezuela
214414,R. Ureña,900000,28,Deportes Tolima,Chile
221633,B. Sørmo,875000,25,Zulte-Waregem,Norway
252931,L. Ivanušec,11500000,22,Dinamo Zagreb,Croatia
246169,Roberto López,3100000,22,Mirandés,Spain
186905,A. Barnes,2600000,31,Burnley,England
264590,N. Koffi,950000,19,Paços de Ferreira,France
223524,E. Goldaniga,1600000,28,Cagliari,Italy
254220,L. Iberico,1600000,23,Melgar,Peru
216836,Álvaro Peña,700000,29,Amorebieta,Spain
267770,S. Brennan,275000,20,UCD,Republic of Ireland
240133,M. Tchokounté,700000,32,Dunkerque,France
261987,Blanco,4500000,20,Real Madrid,Spain
242402,A. Eisa,475000,25,Bradford City,Sudan
198479,P. Arajuuri,325000,34,HJK,Finland
252149,R. Nizet,625000,20,Lecce,Belgium
236496,M. Guendouzi,33500000,22,Olympique Marseille,France
241552,J. Italiano,700000,19,Borussia Mönchengladbach,Australia
214763,P. Goltz,425000,37,Colón,Argentina
260730,E. Azcona,350000,17,Inter Miami,Dominican Republic
264166,Manu Morillo,825000,18,Real Betis,Spain
261689,Hélder Sá,1900000,19,Vitória SC,Portugal
268788,L. Payne,240000,18,Southampton,England
259689,N. Hansson,275000,18,Sirius,Sweden
223668,P. Bourdin,850000,27,Beerschot,France
255538,G. Gohlke,1000000,22,Waldhof Mannheim,Germany
196978,C. Wilson,17500000,29,Newcastle United,England
234399,J. Eggestein,2500000,23,Antwerp,Germany
262004,M. Campagna,140000,17,Vancouver Whitecaps,Canada
236914,Álex Martín,1500000,23,Celta de Vigo,Spain
205139,P. Barrett,475000,27,St Patrick's,Republic of Ireland
247758,I. Gomis,1100000,21,Dunkerque,France
206081,R. Hall-Johnson,475000,26,Wrexham,England
247138,Fran Navarro,6000000,23,Gil Vicente,Spain
265196,T. Schirò,325000,21,Crotone,Italy
230226,Charles de Breito,850000,33,Cuiabá,Brazil
264200,C. Humphreys,200000,17,Ipswich Town,England
264499,H. Singh,200000,21,East Bengal,India
235899,D. Zeefuik,4300000,23,Blackburn Rovers,Netherlands
189730,F. Di Tacchio,450000,32,Ternana,Italy
260646,K. Mina,1300000,27,Guabirá,Ecuador
259674,C. Diakité,2400000,19,Le Havre,France
253038,A. Fouad,275000,19,Al Ittifaq,Saudi Arabia
233366,V. Henry,1300000,27,Sochaux,France
233052,J. Maddox,900000,22,Burton Albion,England
252594,I. Lihadji,3000000,19,Lille,France
204259,S. Arias,15500000,29,Granada,Colombia
222379,F. Arce,1200000,24,Juárez,United States
220421,H. Kamara,5000000,28,Watford,Côte d'Ivoire
161938,M. Boselli,2600000,36,Estudiantes,Argentina
208929,S. Sharahili,230000,31,Al Faisaly,Saudi Arabia
235942,F. Cassata,1000000,24,Ternana,Italy
244394,Clemente,1800000,22,Real Sociedad II,Spain
224221,J. Andersen,12000000,26,Crystal Palace,Denmark
233245,S. McLoughlin,800000,24,Morecambe,Republic of Ireland
267757,E. Ali Said,475000,19,Dijon,Comoros
223137,F. Bonazzoli,4300000,25,Salernitana,Italy
263956,Lucas Esteves,750000,22,Colorado Rapids,Brazil
260340,Svensson,1400000,19,Espanyol,Spain
233050,M. Smith,1900000,21,Milton Keynes Dons,Wales
230486,Patricio Alagoano,1700000,26,Fortaleza,Brazil
253289,G. Corujo,2800000,25,Charlotte,Uruguay
234624,B. Dibassy,1200000,32,Minnesota United,Mali
263543,A. Deu,110000,20,Western United,South Sudan
176944,M. Fellaini,3500000,33,Shandong Luneng,Belgium
257899,K. Fujimoto,5000000,22,Gil Vicente,Japan
242786,A. Lesiotis,300000,21,Melbourne City,Australia
234100,G. Escobar,3800000,24,UD Ibiza,Argentina
219496,Simy,1600000,30,Benevento,Nigeria
